
***             Voronoi Diagram k = 7175         ***
index	sx	sy	ls	mi
     4841	    777	    529	         4	        48
     4842	    211	    329	      4.24	      82.5
     4843	    404	    425	         4	      83.5
     4844	    499	    661	         4	      37.5
     4845	    339	    503	         4	      56.5
     4846	    332	    508	      3.32	        50
     4847	     86	    383	       8.6	        19
     4848	     74	    382	      6.63	        78
     4849	     28	    323	      22.2	        19
     4850	     22	    338	        12	        19
     4851	     17	    345	         6	      73.5
     4852	     15	    350	       4.8	        81
     4853	      9	    342	      4.58	        19
     4854	    171	    439	      10.7	        19
     4855	    165	    429	      3.74	       102
     4856	    747	    737	      2.45	        78
     4857	    747	    734	      3.87	       122
     4858	     21	    375	      3.46	      75.5
     4859	     20	    380	      3.32	        33
     4860	     17	    381	         3	        82
     4861	     15	    379	      3.16	        18
     4862	     17	    374	      2.65	        82
     4863	     15	    372	      2.83	      69.5
     4864	     12	    376	      3.74	      16.5
     4865	      9	    371	      2.65	        17
     4866	     11	    369	      2.45	      25.5
     4867	      6	    379	      2.65	        16
     4868	      2	    380	      3.32	        16
     4869	      3	    373	      4.12	        20
     4870	      8	    361	      3.16	        77
     4871	      7	    360	         2	      85.5
     4872	    658	     67	      3.16	       120
     4873	    651	     73	      3.32	        78
     4874	    652	     69	      3.32	        20
     4875	    653	     66	      3.16	       131
     4876	    655	     63	      4.47	       114
     4877	    671	     63	      3.32	       124
     4878	    669	     60	      3.61	       136
     4879	    661	     67	         3	       111
     4880	    685	     70	      2.45	       150
     4881	    682	     71	         3	       113
     4882	    720	    503	      4.69	        59
     4883	    246	    340	      8.19	        19
     4884	    321	    522	      4.24	      12.5
     4885	    148	    442	      4.24	        35
     4886	    737	    625	      10.4	        52
     4887	    615	    730	      6.56	        19
     4888	    620	    725	      3.87	        18
     4889	    636	    725	      2.24	        29
     4890	    628	    725	         3	        18
     4891	    635	    712	      2.65	       126
     4892	    715	    737	      3.61	        18
     4893	    711	    742	       5.1	        20
     4894	    704	    749	      10.8	        19
     4895	    708	    736	      3.16	      13.5
     4896	    709	    734	      2.83	        80
     4897	    704	    731	      3.32	       112
     4898	    701	    733	      3.46	       109
     4899	    699	    730	      4.47	       102
     4900	    110	    484	      5.83	       102
     4901	     96	    502	      17.6	        19
     4902	    102	    489	      10.9	        19
     4903	    107	    478	      5.66	       104
     4904	     93	    476	      7.07	        19
     4905	     92	    463	      4.24	      66.5
     4906	     88	    461	      3.16	        13
     4907	    744	    731	      3.74	       110
     4908	    728	    739	      2.83	       110
     4909	    724	    738	      2.83	       107
     4910	    525	     66	      3.87	        27
     4911	    518	     52	      4.69	        20
     4912	    517	     57	         4	      76.5
     4913	    511	     54	       4.8	       150
     4914	    523	     48	      5.66	        17
     4915	    519	     48	      4.12	        89
     4916	    179	    305	      5.29	      18.5
     4917	    175	    301	      4.69	      79.5
     4918	    406	    417	      4.58	        13
     4919	    153	    432	      3.46	      77.5
     4920	    682	    105	      5.39	        19
     4921	    685	    111	      4.12	        20
     4922	    682	    117	      3.61	       113
     4923	    676	     84	      2.65	       107
     4924	    683	     75	         2	       138
     4925	    556	    104	      5.66	      17.5
     4926	    549	    104	      4.47	        19
     4927	    764	     55	      5.66	        19
     4928	    772	     52	         2	       104
     4929	    761	     46	      9.43	        19
     4930	    678	    471	      6.78	        20
     4931	    703	    487	      3.74	        62
     4932	    580	    500	      3.87	        42
     4933	    472	    429	      2.65	        17
     4934	    738	    528	       5.1	        49
     4935	    738	    522	      4.36	        17
     4936	    163	    319	      6.32	        19
     4937	    313	    420	      22.7	        19
     4938	    323	    378	      3.32	        21
     4939	    300	    383	      14.5	        19
     4940	    278	    400	      25.7	        19
     4941	    293	    376	      14.1	        19
     4942	    300	    358	         5	        33
     4943	    206	    374	      6.71	       112
     4944	    207	    369	      7.68	       114
     4945	    207	    360	      10.6	        96
     4946	    169	    189	      10.8	        19
     4947	    469	    639	      4.58	        17
     4948	    544	    691	      2.83	      18.5
     4949	    134	    403	      3.87	        19
     4950	    193	    400	      8.77	        87
     4951	    101	    412	      5.74	        18
     4952	     61	    358	         4	        77
     4953	     68	    350	      9.85	        19
     4954	    562	    724	      14.9	        19
     4955	    555	    710	      8.06	        19
     4956	    598	    725	      5.39	        20
     4957	    599	    712	      3.46	        39
     4958	    151	    469	         5	        19
     4959	     77	    458	      6.08	        18
     4960	    737	    752	      7.14	        19
     4961	    708	      2	      4.69	        18
     4962	    503	    591	      16.1	        45
     4963	    492	    601	      9.75	        59
     4964	    486	    605	      6.08	        72
     4965	    481	    605	      5.74	        94
     4966	    474	    600	      4.47	        41
     4967	    472	    589	      7.28	        50
     4968	    477	    587	      7.35	        52
     4969	    484	    583	        11	        61
     4970	    498	    579	      15.5	        50
     4971	    467	     69	      13.6	        19
     4972	    677	    483	      3.32	        20
     4973	    354	    210	      7.21	      80.5
     4974	    345	    214	         3	        92
     4975	    341	    210	      4.24	       134
     4976	    338	    206	      5.66	       150
     4977	    335	    199	      9.75	        89
     4978	    344	    198	      7.75	      97.5
     4979	    350	    202	      7.48	       114
     4980	    256	    183	        12	        79
     4981	    254	    200	      20.9	        74
     4982	    236	    194	      20.1	        87
     4983	    229	    175	      17.8	       100
     4984	    243	    166	        13	        76
     4985	    253	    170	      8.19	       116
     4986	    257	    174	      7.14	        62
     4987	    207	    109	         6	       150
     4988	    205	    105	      4.69	       150
     4989	    249	    257	      24.6	        81
     4990	    237	    279	      18.5	       112
     4991	    221	    282	      12.5	        96
     4992	    211	    275	      12.7	        94
     4993	    202	    267	        15	        95
     4994	    209	    253	      17.7	       100
     4995	    229	    248	        21	        96
     4996	    617	    100	      6.08	        19
     4997	    619	    105	      4.36	        22
     4998	    610	    101	      8.25	        19
     4999	    243	    363	      9.59	        19
     5000	    657	     48	      3.16	       120
     5001	    648	     42	      9.95	        19
     5002	    788	    111	         3	       137
